Category,Name,Summary_en,Summary_de
Rare dog breeds,Lupo Italiano,"The Lupo Italiano is a dog breed from Italy. According to its creator, the breed's foundation was a wolf hybrid produced from crossing a German Shepherd and an Italian wolf, though a number of genetic studies put this in doubt.
As it is not recognised by the ENCI, selection and rearing of the Lupo Italiano is carried out by the AAALI (Affidatari Allevatori del Lupo Italiano), a state-funded nonprofit organisation which prohibits its sale and only allows specimens to be leased to volunteers, police and search and rescue organisations.","Der Lupo Italiano ist eine nicht FCI-anerkannte Hunderasse.
Etwa im Jahre 1966 begann man in Italien im Bereich der Berge von Lazio nach Saarlooswolfhund und Tschechoslowakischem Wolfhund ein weiteres Experiment mit der Kreuzung Hund und Wolf. Als Hunderasse wurde wie dort ein Deutscher Schäferhund genommen, der mit örtlichen Wölfen gekreuzt wurde. Auch dieser Versuch erfüllte die Erwartungen nicht. Die Probleme waren die gleichen wie bei anderen Wolf-/Hundkreuzungen: Ein Teil ähnelte im Verhalten Wölfen: scheu und ängstlich und war aus Sicht der Züchter insofern untauglich. Ein anderer Teil verhielt sich hundeähnlich und konnte zum Rettungshund und Lawinensuchhund ausgebildet werden. Heute unterliegt die Zucht den örtlichen Forstbehörden, die die Hunde aber nicht zum Verkauf freigeben.


== Weblinks =="
Rare dog breeds,Magyar agár,"The Magyar agár (MA) is a dog breed. It is a type of sighthound originating in Hungary and lands that previously belonged to the Austro-Hungarian Empire (such as Transylvania). It is used for hunting and coursing, and is also kept as a companion.","Der Magyar Agár ist eine von der FCI anerkannte ungarische Hunderasse (FCI-Gruppe 10, Sektion 3, Standard Nr. 240)."
Rare dog breeds,Montenegrin Mountain Hound,"The Montenegrin Mountain Hound (Serbo-Croatian: crnogorski planinski gonič / црногорски планински гонич) is a rare dog breed from the mountain regions across the Balkans. Black and tan, with a smooth coat, the Montenegrin Mountain Hound was called Black Hound in the past. The breed is of the same origin as the other Balkan hounds. It stands 18 to 22 inches (46 to 56 cm) high and weighs 44 to 55 pounds (20 to 25 kg). The breed is used to hunt fox, hare, and small game, occasionally hunting larger animals such as deer or even wild boar.
The breed was formerly known as the Yugoslavian Mountain Hound (Serbo-Croatian: jugoslovenski planinski gonič / југословенски планински гонич); the FCI changed the name on July 15, 1997. The first standard dates back to 1924. The breed bears strong resemblance to the Austrian Black and Tan Hound. The breed was first officially recognized on May 8, 1969, in Warsaw. American Rare Breed Association considers the breed endangered.
Perhaps the most memorable popular depiction of the Montenegrin Mountain Hound (then called Yugoslavian Mountain Hound) had been as the hand puppet ""Triumph the Insult Comic Dog"", regularly appearing on the NBC television show Late Night with Conan O'Brien. Although the puppet displays physical characteristics of the breed, and was identified as such during many appearances, the caption identifying Triumph as a Yugoslavian Mountain Hound was promptly removed after NATO military attack ensued against FR Yugoslavia.","Der Crnogorski Planinski Gonič (Montenegrinischer Gebirgslaufhund, früher Jugoslawischer Gebirgslaufhund) ist eine von der FCI  anerkannte Hunderasse aus Montenegro (FCI-Gruppe 6, Sektion 1.2, Standard Nr. 279)."
Rare dog breeds,Mudi,"The Mudi is a herding dog breed from Hungary. It is closely related to the Puli and Pumi, from which it was separated in the 1930s. They continue to be used in herding, as well as participating in a variety of dog sports.","Der Mudi ist eine von der FCI anerkannte ungarische Hunderasse (FCI-Gruppe 1, Sektion 1, Standard Nr. 238)."
Rare dog breeds,New Guinea singing dog,"The New Guinea singing dog or New Guinea Highland dog is an ancient (basal) lineage of dog found in the New Guinea Highlands, on the island of New Guinea. Once considered to be a separate species in its own right, under the name Canis hallstromi, it is closely related to the Australian dingo (Canis lupus dingo). The dog is unique among canines, as it is one of the few to be considered “barkless” (hence its common name of “singing dog”), and known for its unusual “yodel”-like style of vocalizing. Another so-called “barkless”, albeit domesticated, dog is the Basenji, of African lineage.
In 1989, the Australian mammalogist Tim Flannery took a photo of a black-and-tan dog in Telefomin District. He noted that these dogs lived with local tribal peoples in the mountains, and that feral populations lived in the alpine and sub-alpine grasslands of the Star Mountains and the Wharton Range. The photo was published in his book, Mammals of New Guinea. In 2012, Australian wilderness-adventure guide Tom Hewett took a photo of a tawny, thick-coated dog in the Puncak Mandala region of West Papua, Indonesia. In 2016, a literature review found no definitive evidence that the earliest possible dogs, within captive populations of New Guinea singing dogs, were wild animals; successive generations of puppies were raised as members of village populations, thus being domestic dogs.","Der Neuguinea-Dingo oder auch Hallstromhund ist ein seltener Haushund, der ursprünglich aus den Bergen Neuguineas stammt und sich laut aktuellem Forschungsstand durch einige Merkmale von allen anderen Haushunden unterscheidet. Über das Leben dieser Hunde in der Wildnis ist so gut wie nichts bekannt.
Jeder dieser Hunde, der außerhalb Neuguineas lebt, stammt von einer sehr kleinen Population ab und es ist möglich, dass sich der Bestand Neuguineas bereits vollständig mit Haushunden anderer Abstammung vermischt hat."
Rare dog breeds,Norwegian Buhund,The Norwegian Buhund (Norwegian: Norsk buhund) is a breed of dog of the spitz type. It is closely related to the Icelandic Sheepdog and the Jämthund. The Buhund is used as a watch dog and an all purpose farm and herding dog.,"Der Norwegische Buhund ist eine von der FCI (Nr. 237, Gr. 5, Sek. 3) anerkannte norwegische Hunderasse."
Rare dog breeds,Norwegian Lundehund,"The Norwegian Lundehund (Norwegian: Norsk lundehund) is a small dog breed of the Spitz type that originates from Norway. Its name is a compound noun composed of the elements lunde, meaning puffin (Norwegian lunde, ""puffin"", or lundefugl, ""puffin bird""), and hund, meaning dog. The breed was originally developed for the hunting of puffins and their eggs on inaccessible nesting places in caves and on cliffs.  The breed was at the brink of extinction in the 1960s and preservation efforts have since been underway.","Der Norwegische Lundehund ist eine von der FCI anerkannte norwegische Hunderasse (FCI-Gruppe 5, Sektion 2, Standard Nr. 265). Die Rasse wurde zur Jagd auf Papageitaucher (norwegisch Lunde) gezüchtet und eingesetzt."
Rare dog breeds,Old Danish Pointer,"The Old Danish Pointer is a medium-sized  breed of dog, white with brown markings, originally used as a pointing dog in Denmark.","Der Altdänische Vorstehhund ist eine von der FCI (Nr. 281, Gr. 7, Sek. 1.1) anerkannte dänische Hunderasse."
Rare dog breeds,Otterhound,The Otterhound is a British dog breed. It is a scent hound and is currently recognised by the Kennel Club as a Vulnerable Native Breed with around 600 animals worldwide.,"Der Otterhund ist eine von der FCI anerkannte britische Hunderasse (FCI-Gruppe 6, Sektion 1.1, Standard Nr. 294)."
Rare dog breeds,Peruvian Hairless Dog,"The Peruvian Hairless Dog, Peruvian viringo, naked dog, or Chimú dog is one of several breeds of hairless dog. It is native to Peru and it is usually raised as a pet. It has been officially recognized as part of Peru's cultural heritage.","Der Peruanische Nackthund (spanisch Perro sin pelo del Perú) ist eine von der FCI anerkannte Hunderasse aus Peru (FCI-Gruppe 5, Sektion 6, Standard Nr. 310). In Peru ist die Hunderasse auch unter dem Namen Viringo bekannt."
Rare dog breeds,Petit Basset Griffon Vendéen,"The Petit Basset Griffon Vendéen (), or PBGV, is a breed of dog of the scent hound type, bred to trail hares in bramble-filled terrain of the Vendée district of France. The breed is known in the United States as ""Petit"" or ""PBGV,"" in England as ""Roughie,"" and in Denmark as ""Griffon"" or ""Petit"". The PBGV is one of six types of ""basset""-type breeds recognised by the Fédération Cynologique Internationale (FCI).","Der Petit Basset Griffon Vendéen (Kleiner Basset Griffon Vendéen) ist eine von der FCI  anerkannte französische Hunderasse (Nr. 67, Gr. 6, Sek. 1.3)."
Rare dog breeds,Pharaoh Hound,"The Pharaoh Hound or Kelb tal-Fenek is a Maltese breed of hunting dog. It is traditionally used for rabbit-hunting in the rocky terrain of the islands; the Maltese name means ""rabbit dog"". 
It is classified by the Fédération Cynologique Internationale in its ""Spitz and primitive"" group, and shows similarities to other Mediterranean breeds in that group such as the Cirneco dell'Etna, the Podenco Andaluz, the Podenco Canario, the Podenco Ibicenco and the Portuguese Podengo. It is the only Maltese dog breed with international recognition.","Der Pharaonenhund oder auch Pharaoh Hound ist eine von der FCI (Nr. 248, Gr. 5, Sek. 6) anerkannte Hunderasse aus Malta. Der maltesische Name lautet Kelb tal-Fenek. Standardgebendes Land ist Großbritannien."
Rare dog breeds,Picardy Spaniel,"The Picardy Spaniel is a breed of dog developed in France for use as a gundog. It is related to the Blue Picardy Spaniel, and still has many similarities, but the Picardy Spaniel is the older of the two breeds. It is thought to be one of the two oldest continental spaniel breeds and was favoured by the French nobility, remaining popular for hunting after the French Revolution due to its weather resistant coat that enabled it to hunt in a variety of conditions and terrain. However its popularity waned following the influx of English hunting breeds in the early 20th century. Slightly smaller than an English Setter but larger than most of its spaniel cousins, it has no major health issues although as with many breeds with pendulous ears, it can be prone to ear infections.","Der Epagneul Picard ist eine von der FCI anerkannte Hunderasse aus Frankreich (FCI-Gruppe 7, Sektion 1.2, Standard Nr. 108)."
Rare dog breeds,Podenco Canario,"Podenco Canario (In English: Canary Island Podenco, Canary Island Hound, or Canarian Warren Hound) is a breed of dog from the Canary Islands. The Podenco Canario is still used today, primarily in packs, most often for the sport hunting of rabbits. The word ""podenco"" in Spain refers to a certain type of dog, typically rabbit hunters with the same body shape. ""Canario"" is a reference to its region of origin, the Canary Islands.  The Spanish Kennel Club, Real Sociedad Canina de España, recognises the following similar dog breeds that use the identifier ""podenco"" in their names: Podenco Andaluz, Podenco Ibicenco, and Podenco Valenciano.[1]
ge","Der Podenco Canario ist eine von der FCI (Nr. 329, Gr. 5, Sek. 7) anerkannte spanische Hunderasse, die auf den zu Spanien gehörenden Kanarischen Inseln beheimatet ist. Sie gehört zur Familie der Podencos."
Rare dog breeds,Polish Greyhound,"The Polish Greyhound (Polish: chart polski, pronounced [xart ˈpɔlskʲi]) is a Polish sighthound breed. It is known as the Polish Greyhound, although it is not a direct relative of the Greyhound dog.","Der Chart Polski ist eine von der FCI anerkannte polnische Hunderasse (FCI-Gruppe 10, Sektion 3, Standard Nr. 333)."
Rare dog breeds,Polish Hound,"The Polish Hound, commonly known as Ogar Polski, is a breed of hunting dog indigenous to Poland. The Polish Hound has a keen sense of smell. This heightened sense combined with the endurance needed to hunt in harsh environments led to its use in hunting, while its stature made it popular with Polish nobility.","Die Polnische Bracke (Ogar Polski) ist eine von der FCI anerkannte polnische Hunderasse (FCI-Gruppe 6, Sektion 1.2, Standard Nr. 52)."
Rare dog breeds,Polish Lowland Sheepdog,"The Polish Lowland Sheepdog (Polish: Polski Owczarek Nizinny, also PON), is a medium-sized, shaggy-coated, sheep dog breed native to Poland.","Der Polski Owczarek Nizinny (abgekürzt PON, übersetzt polnischer Niederungshütehund) ist eine von der FCI anerkannte polnische Hunderasse (FCI-Gruppe 1, Sektion 1, Standard Nr. 251)."
Rare dog breeds,Pont-Audemer Spaniel,"The Pont-Audemer Spaniel or Epagneul Pont-Audemer is a rare breed of French gundog. It originated in the nineteenth century from different breeds of water spaniels, and took more of a setter role in hunting than that of a traditional spaniel. Following the Second World War, the breed's numbers dropped so low that the breed club decided to allow cross breeding with other breeds because of fears of the existing stock becoming overly inbred. In 1980, the breed club was merged with that of the Picardy Spaniel.","Der Epagneul de Pont-Audemer ist eine von der FCI (Nr. 114, Gr. 7, Sek. 1.2) anerkannte französische Hunderasse."
Rare dog breeds,Porcelaine,"The Porcelaine [pɔʁsəlɛn] is a breed of dog originating from France. In 1844, this scent hound was originally called “Briquets Francs Comtois” and named after a French region bordering Switzerland.","Der Porcelaine ist eine von der FCI (Nr. 30, Gr. 6, Sek. 1.2) anerkannte französische Hunderasse."
Rare dog breeds,Portuguese Podengo,"The Portuguese Podengo, also known as the Podengo Português or Portuguese Warren Hound, is a hound (sight and scent) breed from Portugal. As a breed, the Podengo is divided into three size categories that are not interbred: small (Pequeno), medium (Médio) and large (Grande). Their coats are either short and 'smooth', or longer and 'wired'. The smooth coated variety is traditional, whereas the wire coated variety is an outcome of the assimilation of various other breeds during the 20th century. In general, the breed is healthy; the Pequeno (small) variety has an average lifespan of approximately 15–17 years.
All Podengo types are hardy, intelligent and lively dogs, excelling at agility and making fine companions. Loyal and fearless, Podengos are also good house guards and are amenable to training by dog experienced people and those that enjoy  primitive (unrefined, ""less domesticated"") dog behavior.
Keen hunting dogs, the Podengo has an affinity for game regardless of size. Typically, the dogs hunt in a pack with their handler following. When game is found, they kill and retrieve it, or flush it towards the hunter to be shot. Each size category traditionally hunts game appropriate to their size and temperament. (Pequeno: rabbits; Medio: rabbits and wild boar; Grande: deer and wild boar).","Der Podengo Português ist eine von der Fédération Cynologique Internationale anerkannte Hunderasse aus Portugal (FCI-Gruppe 5, Sektion 7, Standard Nr. 94)."
Rare dog breeds,Portuguese Pointer,"A Portuguese Pointer, (Portuguese: Perdigueiro Português) is a breed of dog developed as a gun dog. It is one of several pointing breeds and is mainly used in red-legged partridge hunting.","Der Perdigueiro Português (portugiesisch; Portugiesischer Vorstehhund) ist eine von der FCI anerkannte portugiesische Hunderasse (FCI-Gruppe 7, Sektion 1.1, Standard Nr. 187)."
Rare dog breeds,Posavac Hound,"The Posavac Hound (FCI No. 154) (Croatian: posavski gonič) is a breed of dog, originating as a hunting dog of the scenthound type. Croatia is the home country for the breed. The name translates into English as the Scenthound From The Sava Valley, but is usually translated as the Posavac Hound.","Der Posavski Gonič, auch Save-Bracke, Savetalbracke oder Posavatz-Laufhund, ist eine von der FCI anerkannte kroatische Hunderasse aus der Save-Gegend (Posavina). Die Rasse gehört zur FCI-Gruppe 6, Sektion 1.2, der Standard hat die Nummer 154.
Der Posavski Gonič ist ein 47 cm bis 56 cm großer Laufhund, der außerhalb seiner Heimat fast unbekannt ist. Die Ohren sind mittelgroß, eng am Kopf hängend und haben abgerundete Spitzen.
Dichtes Stockhaar, ca. 2 bis 3 cm lang, bedeckt den Körper in allen rötlich-weizengelben Farbabstufungen.  Weiße Abzeichen an Kopf, Hals, Vorbrust, Bauch, Gliedmaßen und Rutenspitze sind erwünscht."
Rare dog breeds,Pražský Krysařík,"The Pražský Krysařík (Prague Ratter) is a small breed of dog from the Czech Republic that is rarely seen outside its country of origin. It is the smallest breed in the world by breed standard, because of the maximum height of the dogs, unlike Chihuahuas who are measured by weight.","Der Prager Rattler (tschechisch: Pražský krysařík) ist eine von der FCI anerkannte Hunderasse aus Tschechien. Sie wird mit nationalem Standard bei der ČeskoMoravská Kynologická Unie, die Tschechien in der FCI vertritt, gezüchtet und von dieser der FCI-Gruppe 9 zugeordnet. Der Standard wurde am 12. Oktober 1980 veröffentlicht und am 15. November 2008 überarbeitet. Seit Februar 2011 wird die Rasse auch im VDH gezüchtet. Am 8. Juli 2014 beschloss der Vorstand der SCC, dass Prager Rattler (Le ratier de Prague) in das französische Zuchtbuch aufgenommen werden können und nationale Ahnentafeln ausgestellt werden dürfen."
Rare dog breeds,Presa Canario,"The Presa Canario is a Spanish breed of large dog of mastiff or catch dog type. It originates in the autonomous region of the Canary Islands, and is found mostly in the islands of Gran Canaria and Tenerife.: 587  It was formerly known as the Dogo Canario. It was traditionally used as a guard dog, as a herding dog for both sheep and cattle, and for dog-fighting, which was legal in Spain until 1936 and may have continued clandestinely thereafter.: 587","Der Presa Canario (dt.: Kanarische Dogge, vor dem 1. Januar 2019 span.: Dogo Canario) ist eine von der Fédération Cynologique Internationale (FCI) anerkannte spanische Hunderasse, die in Spanien seit dem ausgehenden Mittelalter bekannt ist (FCI-Gruppe 2, Sektion 2.1, Standard Nr. 346). Der Dogo Canario ist das Natursymbol von Gran Canaria."
Rare dog breeds,Pudelpointer,The Pudelpointer is a versatile hunting dog breed from Germany. It is a pointing breed that came from a cross between the German hunting poodle (pudel) and the English Pointer.,"Der Pudelpointer ist eine von der FCI anerkannte deutsche Hunderasse (FCI-Gruppe 7, Sektion 1.1, Standard Nr. 216)."
Rare dog breeds,Puli dog,"The Puli is a small-medium breed of Hungarian herding and livestock guarding dog known for its long, corded coat. The tight curls of the coat appear similar to dreadlocks. A similar-looking, but much larger breed – also Hungarian – is the Komondor.
Plural form of Puli is Pulik in Hungarian.","Der Puli (Plural: Pulik) ist eine von der FCI anerkannte ungarische Hunderasse (FCI-Gruppe 1, Sektion 1, Standard Nr. 55)."
Rare dog breeds,Pumi dog,"The Pumi (in Hungarian, the plural form is pumik) is a medium-small breed of sheep dog from Hungary.  They are versatile stock dogs equally adept at gathering, driving and keeping stock under control. They have a long head with semi-erect ears, a whimsical expression, and a tail that forms a circle over the back. The coat (black, white, grey, or fawn) is a combination of wavy and curly hair forming curls all over the body.
The Pumi is considered to have arisen from the cross-breeding of Hungarian Puli with French and German herding dogs from the 17th century onwards. The international breed standard was approved in 1935.  The Pumi became an officially recognised breed in the US in 2011 and in the UK in 2015.  There are over 2,000 Pumis registered in Hungary, with notable populations in Finland and Sweden and small but growing numbers of registrations in the US, UK and Germany.
Some refer to the Pumi as the ""Hungarian herding terrier"" because it has some terrier-like attributes such as quick movement, alert temperament, and a quadratic, lean and muscular body type.","Der Pumi ist eine von der FCI anerkannte ungarische Hunderasse (FCI-Gruppe 1, Sektion 1, Standard Nr. 56)."
Rare dog breeds,Pyrenean Sheepdog,"The Pyrenean Sheepdog, the Chien de Berger des Pyrénées in French, is a small to medium-sized breed of herding dog from the Pyrenees Mountains region of France. It is found herding flocks of sheep throughout the Pyrenees alongside the much larger Pyrenean Mountain Dog which is kept as a flock guardian.
The Pyrenean Sheepdog is found in three coat types, the long-haired and goat-haired (together called the Chien de Berger des Pyrénées À Poil Long) as well as the smooth-faced (called the Chien de Berger des Pyrénées À Face Rase); the latter is recognised as a separate breed from the former two by the Société Centrale Canine.","Unter Berger des Pyrénées, Pyrenäenschäferhund, führt die FCI zwei Hunderassen aus dem französischen Teil der Pyrenäen (FCI-Gruppe 1, Sektion 1, Standard Nr. 141 bzw. 138)."
Rare dog breeds,Russkiy Toy,"The Russian Toy (also known as the Russian Toy Terrier, and in Russia as the Russkiy Toy and Toychik, Russian: Русский той, Тойчик) is a very small breed of dog originally bred in Russia from the English Toy Terrier. There are two types of coats in the breed: smooth coat and long coat. The smooth-coated variety was previously known as the Russian Toy Terrier and long-coated as the Moscow Long-Haired Toy Terrier. Both were brought together under the same Russian Toy Terrier name in 1988 and the ""Terrier"" was dropped from the name when the breed was added in 2006 to the official list of breeds registered with the Fédération Cynologique Internationale and has been registered in the Foundation Stock Service of the American Kennel Club since 2008, allowed to compete in AKC companion events since 2010. The first official breed standard of the two varieties was written in 1966 in Russia.The breed was nearly wiped out twice; first in the 1920s with the rise of Communism due to the toy dog's traditional link to the aristocracy and again in the 1990s with the influx of foreign breeds following the fall of the Iron Curtain. The smooth coat type is the older of the two, with the long coat type first appearing in 1958.
Until the 1990s, the breed was almost unknown outside of Russia, and so relatively few details on associated health issues are known. The Russian Toy was originally bred as a rat fighter and as a watchdog, and can still exhibit the vocalization expected from the latter. It is a friendly dog and can become very attached to the family unit. Due to its size and similarities to the Chihuahua, the two are often compared.","Der Russkiy Toy (russisch Русский той), auch Russischer Toy, ist eine von der FCI anerkannte Hunderasse aus Russland (FCI-Gruppe 9, Sektion 9, Standard Nr. 352)."
Rare dog breeds,Sabueso Español,"The Sabueso Español or Spanish Hound is a scenthound breed with its origin in the far north of Iberian Peninsula. This breed has been used in this mountainous region since hundreds of years ago for all kind of game: wild boar, hare, brown bear, wolf, red deer, fox, roe deer and chamois. It is an exclusive working breed, employed in hunting with firearms.","Der Sabueso Español (Spanischer Laufhund) ist eine von der FCI anerkannte spanische Hunderasse (FCI-Gruppe 6, Sektion 1.2, Standard Nr. 204)."
Rare dog breeds,Schapendoes,"The Schapendoes (Dutch pronunciation: [ˈsxaːpəndus]) or Dutch Sheepdog, is a breed of dog originating in the Netherlands. The Schapendoes was originally a herding dog and general farm dog, but today also participates in dog sports such as agility and flyball.","Der Schapendoes (offiziell: Nederlandse Schapendoes = Niederländischer Schapendoes) ist eine von der FCI anerkannte niederländische Hunderasse (FCI-Gruppe 1, Sektion 1, Standard Nr. 313)."
Rare dog breeds,Schillerstövare,"The Schillerstövare, translated as the Schiller Hound in English, is a breed of dog of the scenthound type, originating as a hunting dog in Sweden in the late 19th century.","Der Schillerstövare ist eine von der FCI (Nr. 131, Gr. 6, Sek. 1.2) anerkannte schwedische Hunderasse."
Rare dog breeds,Schweizer Laufhund,"The Schweizer Laufhund is a breed of scenthound, originally from Switzerland.","Der Schweizer Laufhund, Chien Courant Suisse ist eine von der FCI anerkannte Hunderasse aus der Schweiz (FCI-Gruppe 6, Sektion 1.2, Standard Nr. 59).
Die Rasse existiert in vier Varietäten:

Berner Laufhund
Jura Laufhund
Luzerner Laufhund
Schwyzer Laufhund"
Rare dog breeds,Schweizerischer Niederlaufhund,"The Schweizerischer Niederlaufhund (Small Swiss Hound), is a breed of dog of the scenthound type from Switzerland. Niederlaufhund means short-legged hound.  The breed has a number of different varieties (all of the same breed).","Der Schweizerische Niederlaufhund ist eine von der FCI (Nr. 60, Gr. 6, Sek. 1) anerkannte Hunderasse aus der Schweiz."
Rare dog breeds,Sealyham Terrier,"The Sealyham Terrier (Welsh: Daeargi Sealyham) is a rare Welsh breed of small to medium-sized terrier that originated in Wales as a working dog.  It is principally a white-bodied, rough-coated breed, developed in the mid-to-late-19th century by Captain John Edwardes at Sealyham House, Pembrokeshire.
Following the First World War, it surged in popularity and was associated with Hollywood stars and members of the British Royal Family. Its numbers have dropped significantly since then, with the breed listed as a Vulnerable Native Breed by the Kennel Club; an all-time low was recorded in 2008 when only 43 puppies were registered in the United Kingdom. This decline has been blamed on an influx of foreign and designer breeds, and the Sealyham's reduced usefulness as a working dog.
This breed is equally suitable as a family dog or a working terrier, given the right training. It is affected by few breed specific breed disorders, with the only two prevalent conditions being lens luxation and canine degenerative myelopathy.  A DNA test is now readily available to identify dogs who carry the gene that causes lens luxation and breeding programs can be adjusted.","Der Sealyham Terrier ist eine von der FCI (Nr. 74, Gr. 3, Sek. 2) anerkannte britische Hunderasse."
Rare dog breeds,Segugio Maremmano,"The Segugio Maremmano is an Italian breed of scent hound from the coastal plains of the Maremma, in Tuscany. It is mainly used for hunting wild boar, but may also be used to hunt hare and other mammals. They may be either smooth-haired or rough-haired.","Der Segugio Maremmano ist eine von der FCI vorläufig anerkannte italienische Hunderasse (FCI-Gruppe 6, Sektion 1.2, Standard Nr. 361). Die provisorische Anerkennung durch die FCI erfolgte am 1. März 2018, der Rassestandard wurde am 12. September 2018 veröffentlicht."
Rare dog breeds,Serbian Tricolour Hound,"The Serbian Tricolour Hound (Serbian: српски тробојни гонич, romanized: srpski trobojni gonič) is a breed of scent hound from Serbia.","Der Dreifarbige Serbische Laufhund – Serbisch: српски тробојни гонич / srpski trobojni gonič oder тробојац/trobojac – (früher Jugoslawischer Dreifarbiger Laufhund) ist eine von der FCI anerkannte Hunderasse aus Serbien (Nr. 229, Gr. 6, Sek. 1.2)."
Rare dog breeds,Silken Windhound,"The Silken Windhound is an American breed of sighthound. Like most sighthounds, Silkens are noted coursers.","Der Silken Windhound ist eine nicht von der FCI anerkannte Hunderasse aus den USA, die zu den Windhunden gezählt wird. Es handelt sich dabei um eine relativ neue Rasse, welche aus Kreuzungen zwischen Barsois, Whippets und Longhaired Whippets hervorging. Der erste Wurf fiel 1987. In Europa wurde diese Rasse 2003 vom slowenischen Kennel Club anerkannt und dort der Gruppe 10, Sektion 1 zugeordnet. Die Rasse kann in Slowenien auf nationalen und internationalen Ausstellungen gezeigt werden und den nationalen Championtitel erwerben, die Vergabe des CACIB ist allerdings nicht gestattet. Der Silken Windhound wird seit 2009 auch von der American Sighthound Field Association (ASFA) anerkannt."
Rare dog breeds,Skye Terrier,"The Skye Terrier is a Scottish dog breed that is a long, low, hardy terrier and ""one of the most endangered native dog breeds in the United Kingdom"" according to The Kennel Club.","Der Skye Terrier ist eine von der FCI anerkannte britische Hunderasse (Nr. 75, Gr. 3, Sek. 2)."
Rare dog breeds,Sloughi,"The Sloughi , or Arabian Greyhound (Arabic: سلوقي), is an ancient breed of domesticated dog, specifically a member of the sighthound family. It originates from North Africa and is found in Algeria, Tunisia, Morocco and Libya.","Der Sloughi ist eine von der FCI anerkannte Hunderasse aus Nordafrika (FCI-Gruppe 10, Sektion 3, Standard Nr. 188)."
Rare dog breeds,Slovenský kopov,"The Slovenský kopov (translated into English as Slovak Hound) is a medium-sized breed of hunting dog of the scenthound type. The breed originated in Slovakia, in Central Europe, and is bred for boar hunting.  The name Black Forest Hound seems to have been created in North America for marketing purposes, since the breed has no connection with the Black Forest. The German name for this breed is Schwarzwildbracke which translates to Wild Boar Hound and not Schwarzwaldbracke which would be Black Forest Hound.","Die Slowakische Schwarzwildbracke (Slovenský kopov) ist eine von der FCI anerkannte Hunderasse aus der Slowakei (FCI-Gruppe 6, Sektion 1.2, Standard Nr. 244)."
Rare dog breeds,Smaland Hound,"Smaland Hound (Swedish: Smålandsstövare) is a breed of dog that originated in Sweden in the 16th century. Thought to be the oldest scent hound breed native to Sweden, it was first recognized by the Swedish Kennel Club in 1921. They are the smallest of the Swedish hound breeds, and have black and tan markings similar to the rottweiler. Internationally, it is recognized by a number of kennel clubs and registries including the Fédération Cynologique Internationale and United Kennel Club. It is considered rare, even in its native Sweden where only around sixty puppies are registered each year.","Der Smålandsstövare ist eine von der FCI (Nr. 129, Gr. 6, Sek. 1.2) anerkannte schwedische Hunderasse."
Rare dog breeds,Small Münsterländer,"The Small Münsterländer (also SM or Kleiner Münsterländer) is a versatile hunting-pointing-retrieving dog breed that reached its current form in the area around Münster, Germany. The Large Münsterländer is from the same area, but was developed from different breeding stock and is not related as the names would suggest. Small Münsterländers bear a resemblance to both spaniels and setters but are more versatile while hunting on land and water. The Small Münsterländer is recognized by the Fédération Cynologique Internationale under Group 7, Section 1.2, Continental Pointing Dogs of Spaniel type, by the American Kennel Club as a Foundation Stock Service breed, and by The Kennel Club and the United Kennel Club as a gun dog. It is related to the Epagneul Français and the Drentsche Patrijshond.","Der Kleine Münsterländer ist eine von der FCI (102, Gr. 7, Sek. 1.2) anerkannte deutsche Hunderasse. Zu unterscheiden ist er vom Großen Münsterländer, der züchterisch einer ganz anderen Linie entstammt."
Rare dog breeds,Spanish Water Dog,"The Spanish Water Dog (perro de agua español) breed is used in Spain as a general purpose sheepdog and guard. It is also used sometimes as a gundog, and is skilled at retrieval from water.","Der Perro de Agua Español ist eine von der FCI anerkannte spanische Hunderasse (FCI-Gruppe 8, Sektion 3, Standard Nr. 336)."
Rare dog breeds,Stabyhoun,"The Stabyhoun, or Stabijhoun or Stabij (in Frisian), is one of the rarest dog breeds in the world. It hails from the Dutch province of Friesland; its origins lie in the forested region of eastern and southeastern Friesland. The breed has been mentioned in Dutch literature dating back to the early 1800s, but it was not until the 1960s that the breed became known outside its native province; the first Stabyhouns left the Netherlands some decades later, in the 2000s. The name Stabijhoun translates roughly to ""stand by [me] dog"". The dog is considered a Dutch national treasure. Today, there are only a few thousand Stabyhouns worldwide.","Der Stabyhoun, auch kurz Stabij, ist eine von der FCI anerkannte niederländische Hunderasse (FCI-Gruppe 7, Sektion 1.2, Standard Nr. 222)."
Rare dog breeds,German Roughhaired Pointer,"The German Roughhaired Pointer, the Deutscher Stichelhaariger Vorstehhund in German, is a medium-sized breed of pointing dog developed in Germany.","Der Deutsch Stichelhaar ist eine von der FCI anerkannte deutsche Hunderasse (Nr. 232, Gr. 7, Sek. 1.1)."
Rare dog breeds,Styrian Coarse-haired Hound,"The Styrian Coarse-haired Hound (German: Steirische Rauhhaarbracke) is a breed of medium-sized hound dog originated in the Austrian province of Styria. It is bred as a scenthound, for hunting boar in mountainous terrain. The breed is one of the large Austrian Bracke.","Die Steirische Rauhhaarbracke ist eine von der FCI anerkannte Hunderasse aus Österreich (FCI-Gruppe 6, Sektion 1.2, Standard Nr. 62)."
